balance,purchases,cash_adv,cash_adv_trx,purchases_trx,prc_full_pay,tenure,credit_limit
876.01,500,182.96,1,4,0,12,1200
150.07,1800,0,0,9,1,12,5000
1179.75,30,39.32,2,4,0,12,1200
739.85,329.25,1153.95,6,13,0,12,1000
2341.53,1791.11,3091.5,19,22,0,12,5500
290.08,550.93,0,0,17,0,12,4000
1174.35,0,166.25,1,0,0,12,2500
18.96,187.25,0,0,7,0.71,12,3000
365.67,1169.73,0,0,9,0,12,1500
364.73,0,555.04,4,0,0,10,500
743.25,1610.06,0,0,10,0,10,3500
16.97,2767.85,0,0,36,0,12,3000
8.36,81.78,0,0,1,1,12,4000
4530.21,1750.66,26268.7,10,36,0.25,12,8500
240.44,481.01,461.4,6,4,0,12,1200
745.77,0,1221.85,6,0,0,12,5000
0,226.07,0,0,7,0,12,2500
2347.38,0,1480.17,4,0,0,12,3000
2271.1,272.93,1120.45,2,14,0,12,2500
28.16,324.17,0,0,5,0.4,12,1500
26.14,124.03,0,0,1,0,12,1000
26.86,373.77,0,0,12,1,12,7000
322.22,2522.03,0,0,18,0.4,9,9000
1150.87,108,0,0,4,0,12,1000
826.28,2241.87,0,0,45,0,12,2500
564.03,1007.4,0,0,11,0,12,2000
120.31,653.95,0,0,8,0.2,12,2500
32.71,350,0,0,6,1,12,3000
133.8,2460,0,0,24,1,12,2500
532.47,3262.5,0,0,17,0.33,10,4500
799.27,906.81,730.51,2,29,0.08,12,1000
857.26,636.84,2224.94,11,7,0,12,3000
6681.37,2968.2,7709.35,2,26,0,6,9000
34.78,0,18.24,1,0,0.08,12,1500
26,398.57,0,0,4,0.8,12,2500
6256.56,0,2045.73,14,0,0,12,6500
561,11577,875.58,6,97,0.67,12,5500
919.25,1002.4,196.08,4,18,0,8,2000
3139.84,859.03,1360.87,21,31,0,12,9000
1106.43,0,639.27,5,0,0,12,2500
611.33,518.88,0,0,76,0,12,600
1205.02,1247.43,0,0,41,0,12,1000
600.45,351.88,445.26,13,10,0,12,800
32.93,337,0,0,18,0.5,12,2500
35.86,361.49,0,0,9,0.5,11,1500
673.59,2199.62,0,0,32,0,12,3000
1456.62,53.9,0,0,7,0,12,1500
1254.48,0,263.59,1,0,0,12,1500
5.14,323.71,0,0,17,0.08,12,1500
706.33,169.54,1406.74,14,3,0,9,2500
3610.88,0,2791.51,8,0,0,12,4500
95.06,133.45,437.39,1,6,0.09,12,2500
1242.89,17.6,0,0,1,0,12,4000
9.05,316.2,0,0,24,0.6,12,2000
169.89,973.5,0,0,1,0,6,2000
1397.56,0,869.4,2,0,0,12,2000
1185.33,0,1651.71,21,0,0,12,3000
978.77,905.04,0,0,20,0,12,4000
283.69,45.65,0,0,1,0,12,1000
6.25,108.2,0,0,5,0,12,4500
28.61,208,0,0,10,0,12,3000
677.78,0,1361.31,2,0,0,8,1500
724.61,1534.71,1363.55,26,18,0.09,12,1700
59.8,309.25,0,0,8,0.25,12,2000
42.65,93.24,0,0,6,0,12,5000
284.43,212.92,0,0,15,0,12,1500
1569.71,375.92,38.24,2,6,0,12,1700
2130.05,1044.2,0,0,26,0,10,6000
539.07,240.51,0,0,14,0,12,500
31.87,394,0,0,6,1,12,1500
209.03,1520.76,0,0,24,0.17,12,3500
683.29,706.08,0,0,13,0,12,1500
457.07,1273,0,0,1,0,12,2500
13.44,0,138.41,1,0,0.14,8,1500
762.92,1214.55,399.6,4,14,0.08,12,1500
69.44,368.16,0,0,32,0.08,12,2500
26.53,135.31,0,0,7,0.8,8,1500
52.36,658.24,0,0,2,0,12,4000
1144.13,1373.27,1101.35,4,30,0,12,4000
399.5,740.11,0,0,33,0,12,1200
71.43,2068.41,0,0,27,0.25,12,2500
42.29,313.36,0,0,8,0.67,12,2000
528.32,0,2101.09,7,0,0.33,12,3000
1609.51,0,136.21,2,0,0,12,1700
442.11,671.36,777.53,1,13,0,12,3000
1075.03,0,134.39,6,0,0,12,1200
24.66,0,398.73,1,0,0.5,11,500
55.18,532.64,0,0,8,1,10,2500
734.73,0,428.37,5,0,0.18,12,1200
2479.82,5812.17,638.56,3,27,0,12,10500
112.7,1437.38,0,0,17,1,12,2000
3.51,48.04,0,0,4,0.6,12,1500
2760.9,0,4278.97,11,0,0,10,7500
784.63,641,913.15,1,12,0,12,1800
4071.99,0,1541.39,3,0,0,12,5000
3616.39,2459.18,0,0,194,0,12,5500
2971.6,6513.38,0,0,41,0,12,5000
677.4,0,1149.41,8,0,0,6,1200
1884.08,31.66,493.38,14,2,0,12,2000
114.75,387.12,0,0,12,0.18,12,2500
201.49,1688.12,0,0,12,1,12,4000
299.53,3473.11,0,0,32,0.42,12,7500
146.62,0,614.43,2,0,0,12,1200
2421.82,0,4045.77,7,0,0,6,5000
1728.3,673.8,0,0,12,0,12,1700
1035.03,704.17,0,0,33,0,12,3400
14.87,391.68,0,0,10,1,12,1500
842.1,496.56,0,0,12,0,12,1000
1809.92,266.64,0,0,24,0,12,2500
399.16,2870.76,0,0,109,0,12,2500
193.05,1337.1,91.71,1,13,0.5,8,10000
1243.69,221.72,1324.26,5,26,0,12,1700
135.42,777.16,0,0,47,0,12,3000
19.59,299.77,0,0,16,0.89,12,2700
745.37,153.89,0,0,11,0,12,1700
274.31,419.88,0,0,24,0,12,2500
0,443.28,0,0,12,0,12,3000
367.03,567.75,0,0,8,0,12,600
475.3,415.47,762.2,3,2,0,12,7000
1865.27,412,0,0,2,0,12,2000
1618.28,3031.28,0,0,52,0,11,3200
36.58,561.48,0,0,6,1,12,3000
443.56,26.09,646.93,16,4,0.08,12,1200
17.91,159,0,0,2,0.17,12,4000
1514.89,928.06,0,0,31,0,11,4500
63.29,545.38,0,0,11,0.17,12,4000
4135.66,0,3168.35,22,0,0,12,4500
129.88,672,0,0,8,0,12,1500
228.11,510.32,0,0,23,0,12,5000
277.31,1588.34,0,0,18,0.08,12,2500
20.92,392.96,0,0,8,0.5,12,4000
1462.75,2400.37,0,0,34,0,12,1700
328.44,2738.82,0,0,31,0.5,12,1000
11.77,101,0,0,2,0,12,1200
6105.1,248.73,8554.17,49,2,0,12,9000
1223.78,135.24,0,0,12,0,12,1200
659.12,458.5,0,0,11,0,12,1500
4228.42,11994.71,496.52,2,8,0,12,13450
384.8,549,0,0,9,0,12,1000
141.66,1109.83,379.16,1,3,0,12,1200
18.12,57,0,0,1,0,6,1500
1150.04,1283.45,47.04,1,27,0,12,3500
158.51,713.64,0,0,2,0,12,3000
4925.08,194.6,2746.43,8,4,0,12,9000
61.65,1194.22,0,0,20,0,12,3778
1669.49,0,254.01,4,0,0,12,1800
23.59,837.48,0,0,12,0.17,12,3500
61.25,377.86,0,0,24,0.08,12,2700
622.56,343.46,1898.12,11,13,0.08,12,1500
677.08,119.19,181.74,1,5,0,12,700
2.91,56.94,0,0,3,0.27,12,3000
807.56,242.06,0,0,6,0,12,1000
1099.65,0,72.84,2,0,0,12,1200
2369.07,0,1235.77,2,0,0,10,3500
1.94,15.3,0,0,1,0,12,5000
2365.49,0,1294.1,17,0,0,12,2500
1128.88,129.86,372.19,1,1,0,12,4200
806.45,0,916.64,1,0,0,12,3000
25.92,268.92,0,0,6,1,12,1500
531.08,485.73,474.1,1,3,0.1,12,2500
1578.05,177.21,0,0,5,0,12,1400
1371.19,208.76,73.24,2,5,0,12,1500
484.11,0,850.78,10,0,0,12,1000
48.57,258.36,0,0,6,0.5,6,1500
709.48,0,1240.84,4,0,0.08,12,1000
1768.46,449.73,0,0,10,0,12,3000
475.23,126.03,452.86,2,1,0,11,1200
75.24,623.3,0,0,19,0.73,12,4500
18.63,309.26,0,0,14,0.71,9,1500
980.92,0,644.77,5,0,0,12,1200
104.31,1270.59,0,0,8,1,12,2000
2383.43,95.08,2437.05,4,3,0,12,2500
198.95,0,1365.19,1,0,0,8,2500
145.47,95,0,0,4,0,12,1500
43.09,133,0,0,1,0,7,3000
1273.5,449.28,0,0,12,0,12,1200
33.88,3421.12,269.62,2,28,1,12,3500
21.88,89.04,0,0,1,0,12,2500
1223.63,2065.5,0,0,46,0,12,1500
1441.99,0,2464.68,5,0,0,12,3000
1070.63,651.91,40.08,1,43,0,12,1200
594.27,1036.76,0,0,17,0,12,2500
25.72,449.32,0,0,4,1,12,5000
1439.41,184.7,0,0,2,0,12,1500
543.82,0,45.48,1,0,0,12,3000
36.98,0,4262.12,2,0,0,12,2500
9220.53,1420.31,9816.78,29,77,0,12,12500
6631.79,74.17,4618.93,10,1,0,11,9000
39.25,1066.62,204.62,1,49,0.5,12,3500
2.02,0,438.92,1,0,0,11,1200
38.07,799.92,0,0,12,0.33,12,2500
578.8,994.12,2578.56,31,12,0,12,2500
1325.68,1084.87,3330.91,9,16,0.09,12,3000
743.53,158.95,0,0,3,0,8,800
0,180.66,0,0,7,0,12,2700
41.79,821.51,109.92,1,11,0.3,12,4000
987.11,0,1139.39,2,0,0,7,1200
11.98,187.55,0,0,9,0.63,12,1000
11.32,112.23,0,0,1,0,12,3000
0,300,0,0,1,0,12,4000
523.13,786.94,1088.14,4,3,0.08,12,1000
650.49,555.2,589.35,1,8,0,12,1000
2320.11,2118.42,3285.57,14,14,0,9,5000
106.45,2014.84,0,0,24,1,12,3000
281.11,0,295.62,3,0,0,12,1000
324.06,2075.13,0,0,48,0.25,12,1500
618,387.7,684.84,1,13,0.17,12,1200
2076.21,1057,0,0,8,0,12,2500
63.08,114,0,0,3,0,12,3000
0.14,0,97.04,2,0,0,10,7000
1012.84,0,790.83,11,0,0,12,1500
6.53,53.09,0,0,1,0,12,1000
83.26,41.4,0,0,3,0,12,2700
852.53,45.65,0,0,1,0,12,1200
304.25,3127.98,0,0,10,0.71,12,6000
16,159.44,0,0,11,0.29,12,2700
1087.78,0,1562.7,2,0,0.17,12,1500
3255.15,1771.6,1279.57,6,15,0,12,9000
69.34,211.87,0,0,1,0,12,1400
1433.4,0,1190.75,4,0,0,12,2000
3278.51,472.51,6548.95,8,9,0,8,7000
68.62,423.23,0,0,10,0.5,9,1000
1562.6,880.22,0,0,8,0,12,2500
412.59,0,1852.22,3,0,0,12,2500
428.6,208,164.03,6,4,0,12,1200
2071.95,2090.21,0,0,80,0,12,2500
973.56,0,2061.53,21,0,0.09,11,1700
624.63,0,950.85,8,0,0,12,1000
965.88,1,561.02,2,1,0,12,1200
82.57,471.64,0,0,23,0.33,12,1200
383.37,326.74,0,0,3,0,12,600
793.86,1478.93,0,0,10,0,12,1200
51.2,1319.04,0,0,18,0.88,12,3500
1488.63,0,2909.05,24,0,0.09,11,3000
92.6,720.11,0,0,16,0.22,12,1700
382.63,0,748.78,1,0,0,11,1200
402.81,960.09,373.41,5,59,0.08,12,500
1271.17,0,1865.94,1,0,0,11,4000
124.74,1007.45,0,0,14,1,12,2500
1060.04,340,0,0,7,0,12,2500
90.08,1098.82,181.73,1,13,0.43,12,3000
85.85,0,499.09,1,0,0.29,12,600
2115.6,320,2033.15,17,10,0,12,3000
193.21,2281.57,0,0,45,0.91,12,3000
82.98,906.78,0,0,25,0.82,12,3000
991.77,2020,600.19,4,4,0,12,3400
5482.2,0,4948.91,15,0,0,12,9000
1016.5,64.82,994.18,8,1,0,7,1200
205.13,1222.98,0,0,5,0,7,3000
1450.6,2763.84,0,0,98,0,7,2000
1405.99,1839,1684.66,4,27,0,12,1800
424.97,272.28,0,0,24,0,12,1700
74.43,45.65,0,0,1,0,12,2500
24.82,390.05,0,0,11,0.27,12,1000
1109.88,0,645.64,7,0,0,12,1200
679.42,298.49,152.66,1,4,0,12,1000
270.14,958.93,0,0,26,0,12,1900
256.03,2098.56,0,0,22,0.25,11,3000
794.66,329.96,0,0,1,0,12,2000
1644.12,0,830.13,3,0,0,12,2500
28.8,173.02,0,0,6,0.27,12,1000
976.39,785.4,347.16,3,6,0,12,3500
1005.66,710.03,5001.08,40,8,0.25,12,1500
700.72,425.18,0,0,29,0,12,3000
8.28,670,0,0,16,0.09,12,2500
1373.7,267.75,38.9,2,9,0,12,1500
215.48,670.65,0,0,18,0.3,12,3000
108.86,3224.34,0,0,39,1,12,1500
7.22,54.45,0,0,1,0,12,2000
1736.93,616,0,0,11,0,12,1900
242.53,3520,0,0,11,0.33,12,650
1372.08,800,0,0,10,0,12,1200
6388.82,5154.75,0,0,115,0,12,9500
254.95,2870.83,0,0,54,0.9,11,7500
15.81,120.88,0,0,5,0.5,12,5000
77.38,2321.87,0,0,22,0.36,12,1900
849.03,345,101.51,1,24,0.08,12,1200
525.17,91.23,0,0,4,0,12,4000
510.95,172.41,0,0,4,0,12,1200
486.17,0,1494.44,1,0,0.18,12,1500
2291.68,4983.93,0,0,33,0,12,6500
145.72,529.7,38.26,1,26,0,12,800
286.81,2016.14,0,0,14,0,12,1200
22.46,185.25,0,0,3,1,12,1000
1108.99,0,75.07,1,0,0.08,12,1500
109.47,1251.26,0,0,19,0.25,12,2700
233.09,2613.65,0,0,39,0.67,12,6000
2112.64,0,584.94,5,0,0,12,3500
1.1,343.82,169.36,1,10,0,12,4000
874.91,484.04,0,0,12,0,12,1000
844.02,0,1125.23,3,0,0,12,2500
87.03,697.57,0,0,15,0.45,12,3200
377.57,542.51,0,0,9,0,12,1000
2929.58,0,1319.28,11,0,0,10,3000
1101.79,1591.37,447.95,2,10,0,12,3000
623.58,1344.85,0,0,21,0.08,12,2200
5.11,0,78.99,1,0,0.1,12,1000
2696.05,0,3100.94,15,0,0,12,3000
1592.1,45.65,1465.07,1,1,0,12,5000
14.45,38.65,0,0,1,0,12,1000
1062.02,0,402.34,3,0,0,10,1200
1033.49,137.57,0,0,3,0,12,1000
803.05,19.75,0,0,1,0,12,2000
1551.91,416.64,0,0,14,0,12,2500
936.37,158.45,0,0,3,0,12,1700
1420.16,0,445.91,5,0,0,12,1500
14.14,175.98,0,0,7,1,8,1500
68.11,0,462.55,6,0,0,8,500
3025.37,202.72,988.08,1,9,0,12,4500
2513.98,0,6140.03,4,0,0,12,6000
542.98,1134.96,2370.44,15,12,0.25,12,1000
144.44,0,944.89,1,0,0,12,1000
2017.39,12024.37,0,0,133,0.33,12,8000
39.47,418.97,0,0,30,0,12,3000
2579.91,125.51,1377.05,10,3,0,12,3000
34.7,247.02,0,0,18,0.17,12,2500
29.47,149,0,0,1,0,12,1000
2764.81,390.52,75.75,2,6,0,12,3000
27.93,169.4,0,0,5,0,10,1500
2063.92,0,3858.37,2,0,0,6,4000
1615.72,673.74,624.04,12,18,0,12,2000
348.32,0,178.14,2,0,0,11,500
992.72,527.88,1677.06,2,12,0,12,2000
5.17,367.95,0,0,11,0.13,12,1000
1361.82,1309.72,814.09,9,53,0,12,1700
1186.28,391.67,0,0,8,0,12,1200
2966.41,1473.26,979.39,2,20,0,12,3500
1910.79,2754.09,0,0,122,0,12,5000
1175.07,2707.46,323.01,2,29,0.08,12,1700
378.32,315.02,0,0,20,0,12,1500
1492.44,1777.27,0,0,19,0,12,5000
434.39,343.5,949.91,5,2,0,12,1700
11.67,76,0,0,1,0,12,4000
1.06,20.74,0,0,2,0,12,1500
12.17,187.32,0,0,12,1,12,2000
738.07,752.97,0,0,11,0,12,2500
77.29,495,0,0,12,0.18,12,1500
1434.84,413.16,3005.37,6,10,0.08,12,3500
1247.91,553.67,0,0,11,0.08,12,1200
88.35,697.91,0,0,31,0.25,12,5000
252.17,411.01,0,0,28,0,12,1000
1516.45,0,2817.91,1,0,0.29,7,6000
3374.66,0,1154.99,7,0,0,12,4000
1865.01,0,2087.39,3,0,0.08,12,2500
2413.72,0,905.71,5,0,0,12,2500
411.28,1524.65,0,0,51,0.08,12,900
97.28,3091.75,0,0,48,0.64,12,3000
568.22,140.03,0,0,4,0,12,1200
2773.41,418.68,2260.08,14,31,0,12,3000
294.72,1880,0,0,6,1,6,1000
1619,0,4892.79,3,0,0,11,5000
197.16,0,351.02,2,0,0,8,1000
954.62,0,808.55,4,0,0,12,2000
44.94,401.06,0,0,11,0.4,12,1000
28.5,258.91,0,0,21,0.75,12,5000
7114.24,1072.24,2088.21,7,9,0,12,10000
1007.44,430.54,687.67,2,21,0,12,4000
2471.9,1590.58,283.73,2,35,0,12,6500
733.1,0,1588.05,4,0,0,7,1500
1159.62,0,73.7,1,0,0,11,1200
1818.93,0,1566.81,11,0,0,12,2000
90.58,809.79,0,0,44,0.92,12,2700
1819.44,0,197.33,4,0,0,12,2500
28.83,266.58,0,0,18,0.75,10,1500
7.83,92.24,0,0,2,0.5,12,1500
433.08,750,0,0,12,0,12,1500
45.82,632,0,0,2,1,12,4000
2724.17,49,189.86,1,1,0,12,3000
83.03,2298.89,0,0,22,1,12,1000
1008.49,639.7,0,0,32,0,12,1000
1688.25,1937.64,967.81,16,22,0,11,2500
608.3,0,27.11,1,0,0,12,1700
211.87,2505.3,0,0,20,1,12,3800
454.18,1361.65,0,0,9,0.17,12,4000
2646.02,1541.13,1234.5,6,17,0,12,4000
332.7,1080,0,0,6,0,12,2000
489.49,215,732.65,10,5,0.09,12,700
312.2,0,5104.12,8,0,0,11,8000
205.42,1174.98,0,0,6,0.5,6,1000
3300.41,459,3895.39,13,9,0,12,5000
5471.19,0,8412,10,0,0,9,9000
685.06,0,110.8,4,0,0,12,700
467.44,0,938.57,6,0,0,12,800
722.4,0,1356.69,5,0,0,12,1500
16.98,424.99,0,0,7,0.5,12,5000
275.24,0,610.09,5,0,0.09,12,700
666.25,511.34,100.75,4,12,0,12,700
20.59,320.64,0,0,12,0.42,12,4000
300.01,3286.41,0,0,53,0.55,12,1400
45.91,398.4,0,0,12,0.92,12,4000
3377.63,0,1241.56,2,0,0,12,5000
25.41,504.96,0,0,48,0.92,12,3000
504.13,0,18.04,1,0,0.1,12,1200
2270.62,1200,2629.67,9,1,0,12,3000
2230.69,0,2393.46,4,0,0,12,2500
30.22,332.5,0,0,8,0.42,12,3000
2741.02,0,36.74,2,0,0,12,3000
124.58,1302.02,0,0,9,0.56,12,3000
1.7,9.87,0,0,1,0.5,12,5000
349.79,400.6,0,0,6,0,12,450
16.39,68.88,0,0,2,0,12,3000
1551.84,0,681.26,2,0,0,12,1800
0.41,49,0,0,1,0,12,3000
68.05,501.85,0,0,31,0.18,12,1200
7081.17,0,26194.05,69,0,0.22,11,9000
211.35,267.34,0,0,22,0,12,4000
1.53,141.56,0,0,6,1,12,4000
827,0,965.53,20,0,0,12,1000
3495.74,0,9413.2,8,0,0.08,12,5000
1571.22,375.24,1093.86,9,8,0,10,1700
180.24,2749.92,0,0,12,0.08,12,500
21.87,405,0,0,7,0,12,4000
20.6,423.62,0,0,16,0.71,12,2500
1979.78,1687.62,1418.63,6,31,0,12,3200
208.58,2608.02,0,0,51,0.92,12,3500
2041.53,94.16,972.53,12,1,0,12,2500
786.16,679.24,890.64,8,13,0.09,12,1000
3.02,45.6,0,0,2,0,8,1600
31.55,1428.02,0,0,37,0,12,1500
37.55,633.24,0,0,12,0.42,12,4000
717.76,3358.25,0,0,127,0,12,4000
95.08,817.66,0,0,10,0.38,12,2500
2.91,347.55,0,0,3,0,12,5000
0.57,29,0,0,1,0,12,2500
143.51,549.17,0,0,22,0,12,1500
1587.71,450,270.92,4,6,0,12,1800
2246.21,0,2561.49,4,0,0,7,4500
3395.09,0,9071.15,5,0,0.17,12,9000
16.83,15,209.03,1,1,0,11,7500
1205.24,413.23,0,0,19,0,8,1200
1354.62,495.43,453.24,8,13,0,12,2000
1923.7,527.6,5326.34,48,25,0,12,5000
0,30.98,0,0,2,0.09,12,4000
1610.49,0,811.49,3,0,0,12,2000
448.43,0,1158.13,3,0,0.08,12,1400
2455.42,2695.07,1440.08,6,22,0,12,3000
1237.9,403.38,1593.7,11,4,0,12,1500
1.34,785.9,0,0,20,0,12,3000
1592.02,372.09,0,0,10,0,12,4000
264.1,3568.21,0,0,60,1,12,1500
1096.52,0,2408.49,6,0,0,6,2000
1099.22,155.8,578.66,4,2,0,12,1200
1775.88,0,2444.63,14,0,0,12,2500
6482.8,0,706.91,2,0,0,12,7500
3015.26,0,4715.03,11,0,0,12,6000
2722.53,0,2946.84,1,0,0,12,3000
33.59,298.2,0,0,12,1,12,4000
4486.64,1712.75,13665.03,15,4,0,12,9500
162.58,1403.42,0,0,16,0.1,12,2500
50.93,165.97,0,0,7,0,12,1500
16.73,174.46,0,0,8,0.33,9,1500
706.18,3304.27,0,0,30,0.25,12,4000
2272.49,614.37,2072.63,5,23,0,12,2500
23.98,1934.16,0,0,6,1,12,2500
987.1,66.5,770.31,1,1,0,12,2500
267.91,30,117.58,5,1,0,11,300
25.47,240,0,0,12,0.22,12,2000
130.68,1480.76,0,0,19,1,12,1000
465.86,0,895.87,19,0,0,12,1000
56.75,470.38,0,0,18,0,12,4500
8.42,136.36,0,0,5,0.5,12,1000
64.94,442.03,0,0,8,0,12,1200
821.01,399.99,0,0,2,0,12,2500
50,341.14,0,0,23,0,12,3000
898.43,495.7,1526.9,23,4,0,8,1200
3179.06,4407.78,0,0,29,0,12,9000
1322.65,799.92,0,0,20,0,12,1000
12.47,87.67,0,0,5,0,12,2000
1364.9,0,1129.84,6,0,0,12,1500
2572.29,0,3585.96,6,0,0,12,3000
416.73,1243.04,0,0,22,0.3,12,3500
508.16,57,360.73,8,2,0,12,600
6.53,290.5,0,0,7,0,7,2000
377,0,928.6,3,0,0,12,1000
134.3,1059.18,0,0,10,0.73,12,4000
3.48,98.81,0,0,3,1,12,3000
1579.6,35,0,0,1,0,12,1800
1520.96,450.67,0,0,11,0,12,1500
664.91,0,1158.9,2,0,0,12,1800
483.42,1196.35,0,0,17,0.08,12,5000
179.83,1212.66,456.61,1,25,0.27,12,2500
314.42,300,556.81,2,11,0.25,6,1200
427.64,0,2563.71,62,0,0.5,9,1200
1120.08,0,1218.39,7,0,0,12,2500
772.34,198.39,0,0,7,0,11,1000
864.41,0,1914.75,1,0,0.14,10,2500
65.92,840,0,0,8,0.86,12,1000
518.89,0,2166.1,3,0,0.5,6,1200
1006.59,1341.62,0,0,186,0,11,1200
89.51,1452.41,0,0,24,1,12,3000
448.81,0,667.06,1,0,0,12,4000
1845.62,480.9,1898.92,27,9,0,12,3000
4.33,100.12,0,0,9,0.3,12,4000
124.29,155,812.35,5,1,0.1,10,2500
18.18,220.06,0,0,12,0.7,12,1000
1623.72,1283.16,274.53,2,36,0,12,1700
1502,0,38.65,2,0,0,12,1500
106.89,62.73,0,0,3,0.27,11,5000
865.16,857.8,0,0,37,0,12,1200
1.2,20,0,0,1,0,12,500
342.76,20,148.07,3,1,0,12,500
153.03,1455.78,0,0,32,0.92,12,1500
1295.88,184.27,906.85,7,10,0,12,2000
360.67,3956.64,148.68,1,12,0.25,12,4500
2.57,99,0,0,2,0,10,2500
2202.38,0,1701.91,11,0,0,12,6000
82.47,282.75,0,0,3,0,12,1000
1109.85,261.56,1192.67,8,8,0,12,1200
116.34,38,0,0,4,0,12,1500
482.67,0,18.98,1,0,0,12,500
3332.46,1061.66,3820.45,7,18,0,8,4500
13.35,717.95,0,0,14,0.75,11,5500
1648.22,250,1822.19,2,8,0,7,3000
61.76,35.3,0,0,3,0,12,1500
722.86,0,396.52,2,0,0,12,2500
1836.57,0,1265.55,5,0,0,12,2500
4.12,60,0,0,4,0,12,2500
36.9,942.34,0,0,21,0.67,12,1500
1366.78,5065.83,48.25,1,69,0,12,1700
771.77,750,0,0,5,0,12,4000
2134.18,4253.64,0,0,69,0,12,7000
9.11,106.56,0,0,12,0.91,12,3000
845.82,37.5,0,0,1,0,12,1000
10856.48,45.65,5096.89,5,1,0,12,14500
352.59,281.81,0,0,15,0.08,12,1600
438.42,673.68,0,0,12,0,12,1000
1348.09,0,1364.2,6,0,0,12,3500
219.89,1857.17,0,0,16,0,12,1800
22.35,284.5,0,0,2,0,12,1000
25.2,609.01,0,0,50,0.18,12,3000
4617.89,1973,1817.47,16,63,0,12,4500
1757.44,0,2408.01,6,0,0,6,2500
1064.47,0,904.68,6,0,0,12,1200
1420.66,0,1773.77,4,0,0,8,2500
862.41,108,925.6,10,4,0,12,1000
1061.57,0,525.43,2,0,0,12,2500
2.42,64,0,0,4,0.33,12,4000
0,147,0,0,12,0,12,2500
1746.71,0,113.67,2,0,0,12,1800
52.28,346.46,0,0,16,0.33,12,4000
4.45,71.81,0,0,3,1,12,3000
858.88,65,1054.41,6,1,0,12,3000
1034.33,0,279.34,6,0,0,12,1000
68.16,785.76,0,0,33,0.08,12,2000
3919.39,467.06,11173.78,15,6,0.1,12,8000
2339.44,2941.53,0,0,86,0,12,3000
0,228.59,0,0,16,0,12,4000
91.48,209.4,0,0,4,0,12,2000
58.6,2080.51,0,0,7,0,12,2500
38.48,61.8,0,0,4,0,12,1000
477.9,566.12,493.41,7,12,0,12,1500
1291.39,778.12,0,0,21,0,12,1200
54.71,578.6,0,0,10,0.33,12,2500
223.28,4151.48,0,0,92,0.9,12,3000
1641.8,1192.18,1026.49,8,19,0,12,2000
107.27,726.42,0,0,12,0.89,12,1000
99.04,1100,0,0,10,0.73,12,1000
972.6,0,803.57,2,0,0,12,1200
357.59,68,0,0,4,0,12,1500
15.92,300,0,0,12,0,12,2000
53.09,546.7,47.69,1,14,0.45,12,2500
827.66,965,0,0,4,0,12,2000
615.73,1317.34,0,0,2,0,9,2500
94.28,2290,0,0,10,0,12,4500
1219.04,0,927.86,15,0,0,12,2500
16.71,69.23,0,0,7,0,8,1500
1361.2,952.09,2749.57,4,19,0.08,12,1500
2194.24,545.83,3222.21,7,2,0,12,8000
445.15,2118.54,203.91,3,27,0.4,7,1000
32.73,303.51,0,0,5,0.67,12,1200
2896.15,321.81,1925.4,4,9,0,12,3500
1630.43,43.89,534.84,3,1,0,12,6000
1847.09,1573.35,0,0,40,0,12,6000
779.58,0,2757.13,4,0,0.2,12,6000
76.63,406.78,0,0,3,0.2,11,7500
532.74,5403.84,0,0,85,1,12,7500
1060.63,330,0,0,12,0,12,1000
840.14,2790.72,0,0,44,0.08,12,1000
377.72,4587.21,0,0,37,1,12,4500
84.44,1515.73,0,0,17,1,12,2000
1145.05,115.95,191.65,1,1,0.08,12,1500
1109.61,1625.95,0,0,28,0,12,3000
8.69,55.72,0,0,5,0.33,12,1500
463.6,811.11,234.76,2,11,0,12,500
100.42,1021.13,0,0,10,1,12,2000
1095.98,374.53,1391.26,14,8,0.08,12,1200
342.74,3673.32,0,0,12,0.33,12,4500
645.41,0,929.22,4,0,0,12,1000
123.46,1378.92,0,0,12,1,12,2500
1492.61,0,2361.58,17,0,0,9,2500
0,110.4,0,0,12,0,12,1000
230.57,2092.44,0,0,14,0.92,12,2000
144.56,1352.1,0,0,3,0,12,2500
0,1027.92,0,0,12,0,12,2500
968.19,69.44,0,0,3,0,12,1000
464.58,0,502.59,12,0,0,12,500
1659.19,770.9,1191.52,1,24,0,12,2500
2936.44,2177.32,1935.42,23,16,0,12,5000
2743.77,150,1562.98,9,1,0,12,3500
2900.91,1189.36,1572.49,7,20,0,12,6500
785.7,1059.82,2083.28,11,10,0,12,3600
884.18,266.56,365.49,3,6,0,12,1200
618.97,4709.14,0,0,18,0.08,12,4500
6.68,202.15,0,0,5,1,12,4000
665.62,581.43,2158.5,1,11,0,12,2500
130.89,131.26,0,0,4,0.09,12,3000
2030.84,3165.54,0,0,151,0,12,6000
411.36,10.79,0,0,1,0,12,1200
1091.97,0,77.35,1,0,0,12,1200
77.33,664.51,0,0,11,1,12,2500
1131.5,120,0,0,1,0,12,1200
1723.89,2598.91,695.21,4,50,0.08,12,2500
19.01,604.26,0,0,10,0.1,12,4000
1337.29,1662.41,0,0,10,0,12,1500
26.53,373.39,0,0,7,1,11,3000
955.59,0,54.07,2,0,0,12,1000
903.04,350,0,0,2,0,11,1000
218,0,272.87,2,0,0,12,500
328.94,0,746.31,2,0,0,7,1500
607.88,0,2266.49,3,0,0.09,12,1200
